0,20230,21100,21712,17198,12190,27094,22760,12924,15840,32768,28454,27282,29638,26078,30712,28374,34784,30852,26596,26538,29148,29598,28692,32262,31172,30276,28556,29070,27010,22826,33132,30036,34700,21036,22598,27620,21930,35422,30472,20170,25066,23892,23664,25752,23926,22498,27102,21304,20546,27284,29170,30270,30358,27818,27344,26976,25226,24448,30014,35404,32188,33280,33136,37050,36410,32548,32514,29324,30890,27208,31104,28692,27238,27852,27638,26548,29480,27354,29058,22994,30354,28510,30370,24044,24194,26558,26752,24924,25554,21866,25940,27148,25326,26394,24936,23814,23738,24348,27386,32656,34126,36294,37870,36644,36774,34720,33106,35018,35542,27512,23480,33176,32130,29618,31290,24060,31174,24016,22210,24366,26294,24804,23202,26958,22738,18528,24730,24520,21970,34716,39142,40988,41652,40162,39976,39046,34544,37516,33532,26322,35302,26100,36226,35770,28252,35610,25214,36744,25732,27320,37528,25958,27908,25414,26868,23370,26102,31880,30070,34202,30838,31650,30952,31146,30114,30640,32962,27108,34722,22380,19772,25200,27446,27912,27838,23106,20518,27838,19444,25944,28474,29980,29472,24962,25508,26578,25208,23326,27226,33910,33326,32198,33422,32306,29626,32104,26826,29748,29446,24296,26684,25798,20478,22792,22834,21682,27014,28976,26604,35298,37090,38556,36324,34182,38478,36712,33674,33424,33350,28354,28294,25822,32452,33530,30034,34748,34718,27000,30204,21556,26688,24202,18852,20246,29190,28236,26500,26374,23042,21478,22660,21880,23264,27162,29262,24002,24324,27492,26252,26192,35738,37228,33140,31554,30376,31748,28606,23084,30588,32994,35592,36636,37418,34642,34742,29442,34200,29832,31362,36648,30792,48708,32912,48798,47848,30480,48258,26606,47514,22422,25364,23914,24558,25516,24512,25744,25434,28560,25510,27414,25550,25484,24126,27336,25742,25226,23952,27328,24370,35170,30164,32242,35482,35386,35454,32992,28926,29706,28110,37752,38310,38228,39340,38642,40350,38234,39080,38416,38302,37200,32158,36090,34828,37880,32248,32846,31736,32476,30134,33990,37598,38836,39476,40738,40380,35232,41574,35856,34166,31652,37896,39418,32252,36230,29648,28868,29298,28892,29206,45122,34130,31672,31166,29396,32618,40956,34806,28094,32810,36378,31540,49736,32610,49108,50188,49484,34180,47184,35050,32284,25896,34102,32380,24552,34558,27824,32380,24524,28006,33644,23830,20964,23008,24012,34916,39236,35894,33822,28344,33372,29934,21384,19020,35984,22502,33380,25982,31554,20170
20230,0,16920,15006,19806,24702,15788,12012,19642,24152,24114,20098,19216,20572,18256,22000,19974,26554,22724,19544,26314,31062,33034,33910,31524,30296,26424,22548,23452,25558,27272,27654,28190,28720,21556,24980,22452,19964,28870,27088,18542,18894,20604,23550,21010,19276,18016,21358,17812,16786,21284,24836,24286,24788,22494,21484,20798,18646,22266,22452,32632,28334,28906,29222,33516,33410,28408,28698,25208,26704,26890,29526,27892,25420,29424,26274,24332,30090,26002,26454,25416,26110,26990,27254,22992,22778,22746,21502,22786,24628,20184,18908,20936,22010,24826,20806,19928,22706,19746,21598,24526,26492,27776,29210,29404,29320,26132,24982,26448,27320,24366,23342,29470,27888,25436,28656,23564,28192,23672,22658,20510,22862,22690,25244,25878,19598,20978,18964,18996,20510,26016,32076,32862,34046,32806,33278,30906,27310,29844,24530,25526,29276,24740,28920,28966,26288,30356,24548,30718,24354,16008,29646,16034,17390,25116,25522,21106,17348,20756,19636,25036,26468,26680,22870,23020,26178,22270,24192,20360,27012,19124,21026,23728,24794,26482,24844,21632,22172,23860,19346,20760,23414,24336,24494,25550,24548,21850,25372,23148,26664,27170,27918,27034,26886,27830,25526,28832,22502,24400,23722,20176,25510,21912,18602,21654,22830,20578,22554,21448,22578,26434,28332,29364,28548,26402,30090,27568,26252,24844,24718,27952,26698,28702,34714,32784,33486,33126,35228,29378,25108,17900,15946,15364,15728,19862,17874,16990,15420,17400,18976,22854,21430,20000,23856,24070,26012,21296,23564,22158,24022,28116,33604,34560,31186,32492,31772,30480,27010,30508,29926,24426,26564,27564,28674,26470,25864,21008,25680,21168,22976,29904,27918,41086,27382,40542,39702,27370,40480,28522,39906,18796,20436,20786,18576,21298,19558,21648,21348,21146,20060,23358,22018,19120,20934,19950,18586,22208,18904,20228,20232,27332,25418,24220,27244,27940,27366,27776,27300,25072,28862,29912,29942,30152,31528,30564,31412,30516,30360,30568,30088,31564,27944,31006,29430,32386,28332,29098,27840,28126,27118,25862,30122,31656,31852,32728,32932,27376,34678,27892,26420,28840,35162,35934,29858,33900,25706,28756,27978,30170,27388,39602,27224,25808,28914,27680,26034,34908,29876,28450,29552,32470,29450,41844,30354,40386,42160,41068,30472,38924,31748,27050,21448,28092,28726,21360,27746,22046,26334,21184,23730,27398,21590,19614,20014,21678,27842,30976,28148,27950,23256,25710,26930,24098,24430,28174,23982,30084,22292,29266,19532
21100,16920,0,15152,17392,24248,15026,19090,19836,26656,30134,27060,25902,26744,25712,28616,26530,32750,29212,26324,33946,35988,37156,37708,36300,35738,34194,31372,32348,33680,29606,33698,33160,34454,26980,29014,29184,26646,34858,32484,22106,23674,25498,26382,23382,22350,22676,24794,24900,22694,28376,28860,29426,30100,29092,28180,27542,25532,28352,28796,38402,34050,35354,35356,38788,38984,33976,34506,30460,32436,26924,33090,31388,28252,31422,27714,27268,32788,27490,28744,29822,32528,32288,33044,29662,29164,29328,28876,29796,30698,27594,27016,29294,30402,33252,29224,27622,31358,28272,29750,31560,33224,35238,36790,37516,37188,33210,33084,35174,35034,33498,30974,38008,35718,33468,37258,31590,36886,31306,30326,26794,26502,25538,27058,29580,25500,23132,25306,26096,25802,33538,39768,40636,40896,39850,41012,38288,35008,37320,31870,29524,34238,29802,34358,33824,31718,35158,30194,35984,30518,24954,37748,24774,26966,31394,32314,28388,24924,29768,28014,30888,33922,33660,31340,31532,33390,28290,30470,27158,33046,26322,25764,28614,30512,31954,31168,28556,28350,29842,25050,27318,29908,31160,30788,27598,25934,28342,26722,26242,24200,32896,34254,32634,33792,35830,34276,36164,30740,33126,32440,27620,30170,27488,23112,28518,29214,27476,30284,30488,31122,33862,33786,35786,34064,32182,37142,33220,32630,31098,30818,32498,32042,32352,35916,34972,34624,35434,37134,33446,30844,24216,22990,17208,20622,24688,26806,24578,21752,22772,25060,28906,28436,23496,29998,27208,26900,27142,30286,28644,29640,33466,39070,38572,37490,37286,36206,37708,33366,33534,36988,31490,33976,34942,35798,33666,33140,27952,31384,27984,30294,37566,35130,48418,35540,47750,46998,34422,47956,34456,47100,25142,26022,25790,24280,30022,27886,30602,29818,30468,23684,28184,26628,23484,24810,23796,22328,28014,21496,24290,26334,35060,32240,31418,35574,35022,35432,34854,31282,32288,32738,37204,37856,37658,38700,38480,38930,38612,38590,37776,37544,36170,32146,35372,34868,37448,34632,34396,32492,32606,33034,32442,36124,37750,37766,38922,40212,34066,41716,34626,33042,35600,41250,39932,35282,39406,32672,34152,32320,36290,34588,45516,34042,31134,33588,32526,32648,40186,35928,32700,35374,38144,35106,47928,35876,46896,48244,47366,36896,45404,37528,34220,28692,35148,33698,28418,34664,29204,33422,27612,29546,33918,26216,23516,22908,24588,34758,37510,34618,33694,30094,32172,34138,30314,29660,35480,30156,37682,28808,36688,24786
21712,15006,15152,0,19666,26658,19672,18346,19706,24444,29966,25696,24472,25982,23146,27016,26062,31678,28388,24552,29276,34088,36530,36858,35488,34522,30796,27080,28224,28648,31670,33480,33024,35134,25404,29676,28028,24050,35712,32200,18872,23268,23418,25732,23658,23080,22028,25730,20906,18010,27962,29886,29328,30662,28350,28070,27060,25176,27466,29586,37378,33842,34614,34552,38848,38656,33544,34128,29832,30986,28466,32266,30228,28682,30946,28650,26624,32226,28708,27536,29442,31310,31548,32580,26742,26494,27634,26238,26588,28550,23296,21754,24768,27058,29950,25538,25124,26308,23430,25722,28834,31254,32396,33754,32704,32532,30092,28836,30824,31544,28354,27224,34030,32340,29394,32760,26854,32260,28648,26102,22456,25738,23944,26038,27600,21846,23986,23774,24018,23610,29728,36496,37430,38006,37324,38218,35614,31812,34852,28604,29698,33076,28788,33104,32654,30788,33620,27374,35588,27308,22928,35672,22442,23736,27994,28704,24402,24494,27710,27024,33454,33380,33476,29434,29834,32510,30266,32524,27998,34736,22118,24014,28202,28992,31240,29426,24090,22838,29042,21298,24988,28188,29116,29072,27662,25188,25568,25664,24912,23128,33968,34582,33244,33638,33522,30756,33158,27722,30342,29886,23960,30442,26584,21940,25414,25728,23812,26376,26196,26778,33238,35412,36522,35744,33146,37092,34258,33028,31770,31522,32474,30710,32636,39824,38466,38792,39154,41446,33970,31084,21264,20176,16308,19478,23222,21310,21908,19906,19916,22138,24122,23630,23542,25566,23110,25840,23892,26000,26522,26600,31974,37812,39534,35476,36942,35924,33984,29230,33306,32684,30376,32704,34458,35570,33084,32204,26610,32164,27070,28612,34240,29886,48284,30696,47588,46370,29218,47310,31078,46652,23486,25838,25658,22266,26390,23816,26178,26066,26940,25026,29580,28472,25386,26464,26522,25342,28580,25518,27040,26496,33734,31276,30550,33124,34102,33276,34178,31772,31030,32628,34962,36360,36544,38228,36080,38892,35004,36712,35734,36038,38380,34082,37456,35430,38684,34152,35874,33868,33970,32930,32594,35448,37002,36894,38334,37960,33120,39368,34522,32982,34494,40284,42186,33928,39106,30604,33618,33898,35078,31348,46658,33546,32478,34620,33338,32502,40800,36248,32854,35092,36590,31792,46550,32096,45746,47404,45890,33898,43536,34392,31812,25018,33912,33018,23810,33760,26644,30888,24734,28000,33628,23744,19698,22078,24420,33242,37552,34148,32650,27440,31218,30242,26602,25970,33166,27702,33064,27534,32518,23056
17198,19806,17392,19666,0,19496,19462,20438,13996,20080,34292,31224,29898,30722,28790,32666,30398,36710,33056,29816,31086,30640,32606,31212,31200,30064,31614,30088,30718,30338,27668,34118,32230,35360,22156,25456,27186,22626,35884,32314,18202,24300,24070,23020,23186,20254,20020,25268,22152,19928,27470,30708,31034,31152,28250,27328,27214,25074,25724,29114,39774,35778,36882,36412,40634,40410,35980,35828,32594,34122,23628,29564,26982,24222,23916,23968,23896,26830,24272,25774,26818,31744,29692,31762,25738,26730,27164,27438,26828,27720,23358,26608,28182,27064,29128,26384,24452,26606,25468,28326,34612,36062,38762,39812,38902,39120,36994,35278,36816,37332,31658,26316,36614,34004,31980,34794,27218,34616,27414,26436,24518,25882,23816,20584,26348,23696,21826,23914,24540,23998,37132,42068,43914,44518,43056,42936,42026,37076,40600,35484,27194,37186,27392,38018,37584,29714,38184,26854,38374,27102,28068,40384,26218,29606,28296,30094,24498,27538,32946,31038,35406,34960,35548,32368,32122,34372,32290,34646,28852,37026,23504,23582,26984,28358,30608,29746,24992,23598,28792,21938,26782,28976,30660,29884,23464,22348,27174,22506,22358,23590,35176,36034,34566,36090,33608,32922,34070,29518,31966,31802,25846,28488,26794,21736,24764,25656,24636,28386,30980,29118,36380,37034,39474,37130,35608,40030,37752,35116,35082,34008,27980,28154,28566,33138,32596,32100,33068,33654,29848,29942,24546,28710,21634,20082,23652,30244,30444,27046,27932,25768,24174,24200,21192,24738,24772,24702,23530,25566,25874,25416,29712,35210,35746,33492,33232,32434,33236,30794,26992,32938,35430,37848,38874,39662,37328,36828,31976,35668,31636,34318,37790,32908,51344,34386,50910,49856,32964,50346,29442,49620,23754,26204,25220,25690,28226,26180,28166,27788,30484,26174,29364,27258,27256,26172,27472,25120,27350,23936,27834,25720,37726,30446,35436,39528,39182,38736,33470,28790,30692,28014,40348,39550,39608,40392,40814,41260,40494,41198,40976,40190,38346,33044,36994,36782,40036,35272,34256,32808,33618,32246,36654,39936,41634,41486,41808,41766,38196,42664,38998,37020,32106,39204,38670,32484,35980,29498,29876,29830,30924,29630,47504,35616,33984,33100,30900,34040,44372,37796,31136,35134,38178,34462,51598,35432,51248,52240,51248,36682,49642,37314,32986,26146,34238,31994,25702,35056,28028,32428,25360,27960,35334,22918,21708,23418,23222,36948,40846,36394,35348,30498,33258,32300,24006,22572,36186,22714,35712,24210,34550,18678
12190,24702,24248,26658,19496,0,30150,25944,16898,19110,35282,31632,30476,32610,29258,34012,30876,37282,33282,29872,28836,30564,29294,29098,33330,31580,32208,31122,31256,29854,22048,33984,30468,35848,21938,22816,29708,23902,36226,31438,22698,28196,27062,26572,28482,25486,24802,29868,24716,23872,29170,30932,32270,32058,29710,28988,28912,27186,25944,30964,37588,33952,35282,35056,38600,38152,34346,34188,31456,33182,29280,33708,31888,29892,29930,29720,29904,31900,29464,31438,23694,32430,29690,31764,26574,25998,28944,29438,27184,27210,25836,30004,31026,29974,30818,28294,26104,28628,28460,30372,35464,36756,39530,40596,39748,39966,37656,36092,38104,38188,31724,27282,35500,34142,32068,33998,28010,33736,27250,25844,26904,27732,26724,24796,27916,25472,19288,27228,26898,23658,37876,41874,44188,44644,43004,42488,42290,37320,40508,36582,28064,37476,27966,38688,38366,30482,38108,28122,38694,28744,30970,39830,29232,31550,27434,28934,26334,29148,35400,32788,36176,32990,33466,33270,33488,32248,32622,35050,29340,36498,24762,21370,25738,28650,28640,29138,25588,23218,28958,21876,29228,31588,32742,32332,27180,28608,29532,28290,26214,30250,35156,34986,33384,34856,33702,31988,33902,28718,31544,31266,27332,28226,27520,22194,25682,25942,24996,29814,32514,29916,37350,38530,40354,37696,35972,40518,38840,35262,35736,35192,28158,28432,25820,31106,32860,28350,33858,33582,26080,31204,25890,31022,28764,22938,24430,33682,32490,30306,30740,27262,24408,24654,23650,25630,30060,30906,26024,27242,28944,28578,27684,37010,37130,35536,32168,30808,34408,31230,23942,33420,36220,38964,39462,40072,37660,37772,32982,36534,33076,35048,38950,33562,50750,35170,50448,49504,33132,49856,28530,48980,25136,27402,25634,27590,28522,27824,29694,28594,31688,28028,30008,27474,28082,26218,29710,27716,27718,25188,29138,25964,37992,31440,35554,38904,38726,38782,34568,31398,31680,30332,40692,40310,40582,41170,41792,42392,41212,41554,41562,41070,38060,32936,37298,35720,38780,34062,33676,33172,34068,31116,36510,40220,41164,41784,42538,42508,38152,43304,38574,36546,32266,38720,39220,33462,36742,30652,29242,29632,30140,30884,45680,35562,33224,30830,28776,33672,43110,37058,27972,33452,37812,34036,52172,35354,51914,52602,52178,36328,50126,36872,34134,28692,35568,34130,27198,36588,30226,34436,26258,30136,36004,27436,25496,26920,27076,37100,41940,37320,35500,30616,35570,31950,24646,22512,38002,24710,35808,28070,33644,22752
27094,15788,15026,19672,19462,30150,0,17064,24746,31816,29526,27106,25796,26394,25972,28574,25398,32734,28600,26558,34506,36816,37916,38370,34300,34116,33068,29806,30874,33562,32116,33232,34712,33112,27282,30612,26742,26476,32690,33442,23136,21782,25748,27198,20762,20494,21288,21576,24966,23280,27094,30242,29886,29934,28266,26896,26552,23690,27640,25720,39066,33922,35252,35634,38270,38888,34644,34616,30778,33360,26756,31926,30882,26380,30730,26508,25804,31902,26612,27712,31390,32516,32844,33194,29284,29738,28590,27586,29058,30808,26986,25628,28874,29706,33294,27948,26130,31132,27148,28380,31282,33002,34214,36036,36848,36958,32696,32424,33744,34128,32796,30114,37332,34376,33208,36850,31142,36644,30416,30694,28030,28232,27576,28456,31694,27284,26568,24944,25546,28150,32456,38526,38722,39618,38856,39222,36728,33662,36054,30340,30874,36026,31170,35324,34990,32242,37152,32000,37258,31994,23178,36542,23138,25482,33074,34148,28902,24472,27148,26766,28248,34014,34366,29728,29604,33912,26876,28684,26880,31616,26606,29100,30344,30804,33588,31632,29342,30944,30292,27308,26656,28736,29914,29646,28424,26760,27846,28000,27466,27566,32290,34158,33416,33778,35660,33370,37250,30282,31792,31096,27806,31988,27984,25434,29312,30638,28576,29910,28834,30690,32498,31718,33244,31988,31058,35350,31730,31848,30710,29904,31708,31976,33554,37292,34032,36688,34012,37098,34166,28758,27224,23514,17400,22886,28540,25950,24612,21840,23316,28502,30326,28958,23980,30982,26376,25928,26288,30332,26684,28546,34488,37226,36270,35858,37288,36506,36684,34100,35114,36372,30430,33052,33004,34090,32178,31718,26866,29660,26592,29184,36524,36678,46664,35216,45768,45878,36314,45916,36032,45898,25378,25904,27030,24844,29528,27710,29792,29344,29090,24190,28456,27402,24236,25152,23202,20628,28848,22492,24446,26524,34584,31048,31180,34920,34844,35188,33194,30010,31706,32514,36826,36300,36236,36952,37170,36534,37806,37440,37188,36220,35950,32538,35120,35616,37338,35052,34148,32458,31824,33356,30878,36136,37374,37714,38038,40066,33660,42044,33288,31424,34088,40876,38100,35608,38724,31204,34440,32562,35706,33432,43880,32240,31586,34556,33110,30614,41006,36074,34594,35488,38622,36832,47186,37954,46230,47144,46676,37304,44484,38682,33646,27592,33686,31340,28542,32950,27992,31690,27454,28500,33050,27426,26596,24288,25480,34112,35252,34672,34168,31390,29942,35116,30640,30572,33804,29312,38128,26156,37274,23904
22760,12012,19090,18346,20438,25944,17064,0,21490,22184,22946,18918,18190,19060,17732,20590,19592,25440,21530,18642,25180,30610,32972,32978,29096,28014,25280,21140,22000,24006,26398,25592,26350,26678,21204,24304,20734,19188,26824,25706,19412,18004,20730,24710,21320,19726,19196,20864,17478,17984,19226,22650,21886,22426,20102,19014,18242,16868,20832,19122,30788,26590,27524,27334,31724,31670,26476,26700,23020,24550,29004,29226,28586,26866,30318,27936,26162,30860,28150,27616,24882,24376,26068,26376,22280,21752,22006,20180,21764,23714,20126,16554,19692,21512,24442,20216,18832,21790,18278,20476,21830,24044,25698,26562,26452,26106,23430,22452,24020,24566,24378,24174,29112,26802,24660,28338,23656,27394,24950,23206,18496,20098,22110,24526,22430,17832,21938,17636,17472,19938,24650,29644,30694,31526,30666,31126,28938,25140,27766,23102,23358,27478,23008,27198,27250,24124,28220,23194,28932,22610,16030,27886,14702,17696,23804,23738,20066,17552,20402,18384,24488,26424,26984,22474,22220,26554,21754,23744,20474,26370,17198,20176,22146,22172,24568,22952,19958,21764,21806,20076,19644,22594,23902,23496,27092,26520,20072,27236,24152,28132,25426,26960,25660,25196,25910,24716,26748,22032,23874,23030,17968,24890,20530,18484,20110,21306,19248,20530,19338,21236,25232,27464,28674,27632,24528,29184,26214,24976,24180,23488,27630,25666,28172,33200,30550,32142,30818,33840,28992,23002,18384,17254,19680,17388,19712,17914,18810,16372,19352,19502,22036,20568,19616,22084,22324,25182,19364,22408,20366,20458,26848,30814,31464,28812,31228,30482,28372,23614,30370,27618,23420,25758,26978,28346,25476,25124,19896,25232,20128,22072,27066,25916,39804,24882,39210,38220,25270,38976,26728,38430,19236,20328,20320,18264,21138,18258,20938,20752,20372,20076,22704,21900,19134,20810,19068,17690,21916,19038,19862,19494,26410,23580,24106,27096,27486,27310,26092,27818,23654,29224,27768,27784,27724,29428,28088,29628,28012,28350,28042,28102,30400,25970,28560,28080,30774,27348,28700,26560,26736,26580,24940,28664,30214,30492,30992,31298,26162,32634,27028,25272,27700,35160,35208,28722,33088,23200,28434,27610,29814,24872,37908,25238,23970,26718,25726,24126,33582,28112,26398,27310,29706,26918,39932,27972,38560,40336,39392,27904,36838,29046,25754,19598,26680,26764,18850,25270,19926,23864,19230,21508,25294,20040,17914,18946,19624,26270,29156,26154,25830,21792,23334,25640,23690,24182,25768,23994,28920,20480,28110,20118
12924,19642,19836,19706,13996,16898,24746,21490,0,15450,34374,29874,29138,30508,27738,32416,30156,36162,32602,28654,28776,30902,32412,31222,33432,32140,31842,29988,30488,28584,26184,34744,31810,36100,22236,24930,29030,22922,36686,32060,18538,26324,25612,24956,25882,23156,21984,27800,22390,19946,28726,30870,31620,31966,29086,28724,28146,26340,26158,31096,38154,34954,36012,35572,39760,39272,34836,35010,31604,33104,26916,32370,29724,27552,25272,27206,26398,28158,27930,29098,25362,32064,30460,32448,25528,25820,28160,28122,26668,27364,22840,26634,27934,26278,27972,25976,24848,24702,24802,28088,33376,35248,37596,38784,37410,37296,35528,34142,35990,36276,29672,25108,35256,33824,30948,33572,25354,32902,26324,24128,24544,26186,24228,22970,26958,23230,21270,24978,25218,23040,35242,40434,42680,42950,41784,41506,40674,35828,39134,34096,28466,36376,27762,37256,37024,30368,37058,26638,38028,27044,27520,39122,25458,28096,26554,28038,23238,26442,31870,30308,36092,33392,34188,32512,32766,32640,32564,35004,28600,37190,22990,21358,26454,28412,29886,29322,23830,21216,29042,20184,27642,30512,31514,31534,25712,25274,28260,25050,23872,26328,35434,35452,34192,35170,33048,31178,33150,27970,30720,30598,25634,28394,27266,21212,23870,24330,23104,28426,30204,28066,36728,38872,40378,38186,35812,40330,38360,35610,35086,35028,29174,29648,28670,34970,35352,33410,36136,36590,29742,31378,21540,26474,21642,18376,19666,29758,28752,25774,25222,22742,22516,23098,22850,23918,25382,27668,24206,24972,26518,26632,28390,37044,38690,34378,33588,32738,33138,29120,26200,30942,35172,37624,38882,39764,36990,36818,31648,36398,31964,33770,37340,31214,50780,33764,50620,49632,30862,50304,28206,49358,24582,27480,25958,26060,27028,25292,26974,27216,30108,27282,29878,27646,27890,26820,29512,27800,27026,26044,29310,25856,37396,31486,34882,37612,37718,37624,34578,31098,31272,30040,39474,39634,40066,41328,40562,42044,39452,40440,40170,40204,39260,34270,38356,37056,40102,34880,34794,33948,34972,32368,35740,39442,40688,40682,41946,41490,37024,42696,37758,35980,32120,39924,40600,33284,37728,29244,30340,30894,30682,28826,47708,35646,32984,32882,30620,34116,43006,37020,30634,34674,37240,32394,50844,33356,50268,51508,50586,35158,48578,35700,33792,26880,35740,34484,24722,35988,29070,33648,25328,29228,35658,23710,20878,24512,24800,36370,41054,36550,35330,29378,34490,31276,22382,20308,36812,22504,35038,26176,33358,19852
15840,24152,26656,24444,20080,19110,31816,22184,15450,0,32516,28636,27802,28588,26538,30010,29516,34218,31102,27612,26090,29458,30582,29108,31738,30404,29024,27448,27702,25780,24276,32050,29758,33390,22844,23228,27130,22672,34220,29962,22466,28020,26520,28572,30428,28050,26730,30810,22580,23814,27090,28218,28766,29466,27612,27080,26680,27008,25974,29974,35776,33048,34210,33554,37882,37330,32968,33038,29806,30858,33424,33194,31594,32666,30660,32842,31192,31934,33390,33616,23504,29144,27778,29658,23992,23820,26192,25720,24106,25482,23738,23954,25662,24166,25424,24874,23834,22100,22764,26334,30196,32158,34596,35354,34240,33818,32330,30800,32644,33064,29276,26390,33252,31234,28594,31042,25300,30986,28132,25384,22584,25400,25374,25588,23266,21924,23012,24948,24400,23352,33206,37674,39550,40142,38922,38900,37824,33138,36666,32676,24492,33162,24230,34166,33136,26240,33142,22566,35590,22758,26262,35916,24310,26746,26148,27504,20260,26270,31052,28624,35370,32640,33248,30286,30468,31824,31610,34492,28354,35992,21908,21270,23878,25136,27294,26386,21828,20960,26110,22254,26120,28390,29534,29152,30320,30650,25872,29994,27296,31872,33440,34124,32510,33134,30014,30552,29514,28796,30766,30488,22020,25768,24482,20812,20794,21184,19836,24406,27218,25378,34818,36980,38840,36872,33952,38336,36420,34152,33792,32930,29968,27436,27546,33292,34064,30952,35004,35508,28394,28844,21932,27910,30572,22660,18900,26898,28902,26872,28178,21918,22270,23424,24940,23254,27536,31498,24776,24770,27254,24664,25236,33732,35842,31242,30464,29002,29896,25122,24656,27766,33162,35762,37202,38076,35398,34894,29578,35162,30044,31808,33910,27116,49316,30008,48708,47380,26926,47906,24286,47190,23722,26826,24698,24984,26104,23362,24926,25332,27522,27270,28280,26268,26516,25780,28034,27856,25710,26062,28368,24240,34880,29442,33206,35852,36376,35390,32898,32760,29264,31216,36194,36304,36464,37546,36666,39392,35710,38212,36596,36938,36714,31522,35264,34124,37590,32820,33112,31884,32536,29896,34398,36884,38494,38152,39436,38374,34926,38910,36464,34686,30614,37802,39368,30476,35848,26582,28596,29518,29300,26146,46072,33334,31056,30530,28532,32356,41162,34482,27764,32214,34930,29586,48716,29652,48054,49364,48154,32770,46194,32544,30542,24082,32956,32348,21560,33104,25832,30326,22846,26024,32354,21882,17588,23308,23192,33096,38574,33468,32232,26086,31796,27948,21626,20956,33502,24270,31514,26006,30042,2336432768,24114,30134,29966,34292,35282,29526,22946,34374,32516,0,11908,13178,11236,14382,11992,13404,11010,9970,13738,21038,30002,30350,32996,31198,30716,21936,19472,20096,20456,23534,19358,20506,19904,26326,24522,23156,24880,19170,19544,27052,24682,25624,30366,28262,28000,27670,27696,23598,24286,16848,14648,14582,15544,16916,17692,17082,19960,20268,18512,22080,18058,18920,19464,22172,22098,18374,19120,17770,17376,34810,35672,35574,33538,39450,34604,32954,38928,33594,34940,23344,21298,23486,23244,24494,21470,24100,23546,22762,23428,27432,22370,20434,20414,22108,22598,22174,23286,23144,23774,17414,18072,18412,19992,22006,21386,18028,18714,18916,19766,21690,27462,22692,22230,19984,22264,25590,21164,25638,25324,21464,23730,27774,33592,25712,20466,23234,21672,21806,20452,20798,20466,21570,21660,21316,21092,19210,19860,18806,19686,20104,17918,18952,17380,17882,21698,19628,20568,17962,20738,19602,20508,21712,20056,26068,25656,26530,19858,20510,19176,16718,20164,20580,17542,16968,20770,16108,16260,18780,18528,23054,23408,20410,21912,19630,19820,23664,27472,20786,25058,23080,23196,23136,23870,35632,35628,23624,35278,33392,37212,16598,18622,17428,17464,21152,21018,20948,21584,21526,21970,19842,23036,19950,24144,20794,20716,20578,19640,17606,17452,17278,19388,19318,18478,17800,20754,17574,16712,15986,17086,33038,27646,30524,33750,32160,32082,32238,34048,30356,24342,26108,24402,31420,28802,27628,20046,22658,25608,28930,25330,27530,26550,27316,28226,32844,34322,28302,28448,30036,28876,23196,28102,30880,26422,26650,26514,24680,26024,32172,24568,13900,15450,15612,15730,14666,14620,15178,14492,13584,14336,19798,20364,26264,19024,24608,24500,20408,24984,23334,24080,20218,20366,20120,19748,16326,18458,17736,16890,14848,19556,19384,19180,17932,20034,18796,21180,20264,21840,18548,19684,17918,17918,15852,18738,18840,18418,20432,28994,19326,30726,18398,19614,18918,18946,20924,19160,20054,18994,19990,18566,21260,20634,21166,19550,21064,18590,22356,20906,20686,20616,14384,17904,17782,17822,18554,20012,15230,21568,14302,14362,26118,31692,32750,28308,31978,24462,25910,25672,28426,26552,25390,15972,20994,22780,23200,15986,26212,21996,22786,20434,19144,21444,26244,22606,25576,26782,26220,20046,24524,22102,21760,22860,21892,26164,22828,21080,20420,21118,20906,22462,20658,25762,26730,27190,25944,18234,20382,17668,18254,17052,17440,19746,28418,29938,20026,30746,22284,28254,22020,29954
